agency,domain,funding_scheme,ending_year,no_projects,if,ais,avg_if_perc,funding_eur,weig_if,weig_ais,weig_avg_if_perc
NSC,LS9,UNISONO,2022,1,0,0,0,200587,0,0,0
NSC,PE1,BEETHOVEN,2021,1,4.567,2.186,1.93287,106389,42.93,20.55,18.17
NSC,PE1,BEETHOVEN,2022,3,95.834,37.353,28.46048,526312,182.09,70.97,54.08
NSC,PE1,BEETHOVEN CLASSIC,2023,3,2.346,2.368,1.10821,450568,5.21,5.26,2.46
NSC,PE1,BEETHOVEN CLASSIC,2024,1,1.526,1.858,0.79535,217237,7.02,8.55,3.66
NSC,PE1,ETIUDA,2014,3,5.257,3.581,3.0084,62658,83.9,57.15,48.01
NSC,PE1,ETIUDA,2015,1,2.08,1.544,1.09556,21463,96.91,71.94,51.04
NSC,PE1,ETIUDA,2016,1,6.391,1.949,1.499,20322,314.49,95.91,73.76
NSC,PE1,ETIUDA,2017,2,3.189,4.433,2.15447,45725,69.74,96.95,47.12
NSC,PE1,ETIUDA,2018,5,8.296,8.679,4.11593,115365,71.91,75.23,35.68
NSC,PE1,ETIUDA,2019,4,16.678,9.379,4.05426,96985,171.96,96.71,41.8
NSC,PE1,ETIUDA,2020,1,0,0,0,25193,0,0,0
NSC,PE1,ETIUDA,2021,2,0,0,0,65706,0,0,0
NSC,PE1,FUGA,2014,3,8.219,6.707,4.92932,131977,62.28,50.82,37.35
NSC,PE1,FUGA,2015,1,9.355,8.649,5.07227,102558,91.22,84.33,49.46
NSC,PE1,FUGA,2016,2,11.048,7.755,3.26707,125814,87.81,61.64,25.97
NSC,PE1,FUGA,2017,1,11.506,4.262,2.43759,65349,176.07,65.22,37.3
NSC,PE1,FUGA,2018,3,8.175,9.418,4.62164,268721,30.42,35.05,17.2
NSC,PE1,GRIEG,2023,1,3.071,1.067,0.66827,1394880,2.2,0.76,0.48
NSC,PE1,HARMONIA,2014,2,8.011,9.836,4.34529,72860,109.95,135,59.64
NSC,PE1,HARMONIA,2016,5,82.267,63.854,38.90408,382381,215.14,166.99,101.74
NSC,PE1,HARMONIA,2017,1,6.871,3.096,1.6348,59023,116.41,52.45,27.7
NSC,PE1,HARMONIA,2018,3,62.331,56.394,30.54407,369926,168.5,152.45,82.57
NSC,PE1,HARMONIA,2019,2,21.637,8.215,5.9273,62935,343.8,130.53,94.18
NSC,PE1,HARMONIA,2020,2,45.438,55.554,21.47897,178326,254.8,311.53,120.45
NSC,PE1,HARMONIA,2021,1,25.614,5.731,5.80338,128930,198.67,44.45,45.01
NSC,PE1,HARMONIA,2022,9,80.874,41.475,30.1178,789605,102.42,52.53,38.14
NSC,PE1,HARMONIA,2023,1,4.225,2.884,1.57673,97674,43.26,29.53,16.14
NSC,PE1,MAESTRO,2016,2,97.578,80.447,43.2586,924381,105.56,87.03,46.8
NSC,PE1,MAESTRO,2017,3,194.597,112.851,72.45654,1197186,162.55,94.26,60.52
NSC,PE1,MAESTRO,2018,2,230.12,101.266,58.35077,864465,266.2,117.14,67.5
NSC,PE1,MAESTRO,2019,4,270.569,203.638,128.90521,1916577,141.17,106.25,67.26
NSC,PE1,MAESTRO,2021,1,28.527,22.768,17.96178,475595,59.98,47.87,37.77
NSC,PE1,MAESTRO,2022,3,75.931,51.166,29.44738,1431268,53.05,35.75,20.57
NSC,PE1,MAESTRO,2024,1,6.995,8.303,3.40386,606656,11.53,13.69,5.61
NSC,PE1,MAESTRO,2025,1,0.556,0.349,0.26615,669655,0.83,0.52,0.4
NSC,PE1,OPUS,2013,7,33.444,24.44,15.08053,202347,165.28,120.78,74.53
NSC,PE1,OPUS,2014,19,132.012,140.553,79.87836,795108,166.03,176.77,100.46
NSC,PE1,OPUS,2015,12,132.727,129.464,76.14874,941828,140.92,137.46,80.85
NSC,PE1,OPUS,2016,34,414.939,384.514,212.38099,2256043,183.92,170.44,94.14
NSC,PE1,OPUS,2017,21,239.357,193.735,128.67795,1329443,180.04,145.73,96.79
NSC,PE1,OPUS,2018,17,238.012,192.071,109.7206,1193849,199.37,160.88,91.9
NSC,PE1,OPUS,2019,27,414.012,360.58,192.72563,2051643,201.8,175.75,93.94
NSC,PE1,OPUS,2020,13,160.742,91.311,52.13018,1068747,150.4,85.44,48.78
NSC,PE1,OPUS,2021,14,107.375,85.554,46.53589,902240,119.01,94.82,51.58
NSC,PE1,OPUS,2022,44,424.045,262.354,161.52792,4016669,105.57,65.32,40.21
NSC,PE1,OPUS,2023,29,65.936,54.598,28.55366,2350749,28.05,23.23,12.15
NSC,PE1,OPUS,2024,13,5.643,3.118,1.68668,1501434,3.76,2.08,1.12
NSC,PE1,OPUS,2025,4,0,0,0,433116,0,0,0
NSC,PE1,POLONEZ,2018,1,6.468,4.909,2.72907,192015,33.68,25.57,14.21
NSC,PE1,POLONEZ,2019,4,43.393,22.459,10.92208,758944,57.18,29.59,14.39
NSC,PE1,POLS,2023,3,0,0,0,496689,0,0,0
NSC,PE1,PRELUDIUM,2012,1,0,0,0,6756,0,0,0
NSC,PE1,PRELUDIUM,2013,8,17.147,18.769,12.87309,99786,171.84,188.09,129.01
NSC,PE1,PRELUDIUM,2014,14,33.504,24.756,18.60134,210451,159.2,117.63,88.39
NSC,PE1,PRELUDIUM,2015,17,46.68,30.748,20.45767,229542,203.36,133.95,89.12
NSC,PE1,PRELUDIUM,2016,15,51.391,40.173,24.49387,251365,204.45,159.82,97.44
NSC,PE1,PRELUDIUM,2017,17,61.939,47.029,27.87761,283652,218.36,165.8,98.28
NSC,PE1,PRELUDIUM,2018,7,18.48,13.422,7.79633,82907,222.9,161.89,94.04
NSC,PE1,PRELUDIUM,2019,11,38.651,30.35,16.72499,152656,253.19,198.81,109.56
NSC,PE1,PRELUDIUM,2020,10,69.947,41.941,23.81031,178116,392.7,235.47,133.68
NSC,PE1,PRELUDIUM,2021,6,100.167,49.458,39.61883,103009,972.41,480.13,384.61
NSC,PE1,PRELUDIUM,2022,17,24.325,16.736,10.9461,326480,74.51,51.26,33.53
NSC,PE1,PRELUDIUM,2023,6,2.327,1.988,1.29037,160776,14.47,12.37,8.03
NSC,PE1,PRELUDIUM,2024,2,0,0,0,46647,0,0,0
NSC,PE1,PRELUDIUM BIS,2024,3,0,0,0,300897,0,0,0
NSC,PE1,PRELUDIUM BIS,2025,2,0,0,0,195814,0,0,0
NSC,PE1,SHENG,2022,1,3.818,3.854,2.0777,104651,36.48,36.83,19.85
NSC,PE1,SHENG,2023,1,7.79,4.089,3.16962,130493,59.7,31.34,24.29
NSC,PE1,SONATA,2014,7,38.933,40.402,22.29389,239189,162.77,168.91,93.21
NSC,PE1,SONATA,2015,3,17.058,19.528,9.34074,125048,136.41,156.16,74.7
NSC,PE1,SONATA,2016,11,49.367,60.341,30.52475,293386,168.27,205.67,104.04
NSC,PE1,SONATA,2017,9,71.533,64.495,41.02772,412258,173.52,156.44,99.52
NSC,PE1,SONATA,2018,8,40.229,29.424,18.41648,279837,143.76,105.15,65.81
NSC,PE1,SONATA,2019,7,59.248,53.688,26.06032,243663,243.16,220.34,106.95
NSC,PE1,SONATA,2020,2,12.116,7.555,4.94319,44153,274.41,171.11,111.95
NSC,PE1,SONATA,2021,11,39.497,40.045,17.20773,447442,88.27,89.5,38.46
NSC,PE1,SONATA,2022,10,35.915,30.389,17.78146,806412,44.54,37.68,22.05
NSC,PE1,SONATA,2023,7,15.015,9.409,5.60633,545306,27.54,17.25,10.28
NSC,PE1,SONATA,2024,3,6.781,2.51,1.43038,258812,26.2,9.7,5.53
NSC,PE1,SONATA BIS,2016,1,0,0,0,125884,0,0,0
NSC,PE1,SONATA BIS,2017,2,13.17,6.247,2.94857,416430,31.63,15,7.08
NSC,PE1,SONATA BIS,2018,1,21.047,18.547,11.50651,79640,264.28,232.89,144.48
NSC,PE1,SONATA BIS,2019,2,44.271,38.521,23.82835,266963,165.83,144.29,89.26
NSC,PE1,SONATA BIS,2020,4,84.157,90.225,43.03153,577242,145.79,156.3,74.55
NSC,PE1,SONATA BIS,2021,1,2.322,2.528,1.31756,342023,6.79,7.39,3.85
NSC,PE1,SONATA BIS,2022,6,118.201,106.273,51.36323,1114233,106.08,95.38,46.1
NSC,PE1,SONATA BIS,2023,6,51.4,34.194,20.43787,1364426,37.67,25.06,14.98
NSC,PE1,SONATA BIS,2024,3,11.435,13.805,6.73118,757557,15.09,18.22,8.89
NSC,PE1,SONATA BIS,2025,7,8.734,4.726,3.57795,2929623,2.98,1.61,1.22
NSC,PE1,SONATA BIS,2026,3,0,0,0,894056,0,0,0
NSC,PE1,SONATINA,2021,2,1.72,2.526,1.01231,195782,8.79,12.9,5.17
NSC,PE1,SONATINA,2022,4,3.817,4.008,1.96845,439041,8.69,9.13,4.48
NSC,PE1,SONATINA,2023,1,0,0,0,115912,0,0,0
NSC,PE1,UNISONO,2021,1,21.918,10.083,4.10764,243504,90.01,41.41,16.87
NSC,PE1,UWERTURA,2019,1,0,0,0,21144,0,0,0
NSC,PE10,DAINA,2022,1,5.462,1.978,1.47793,244357,22.35,8.09,6.05
NSC,PE10,DAINA,2023,1,0,0,0,243540,0,0,0
NSC,PE10,ETIUDA,2015,1,6.181,2.683,1.46667,14487,426.67,185.21,101.24
NSC,PE10,ETIUDA,2016,2,45.454,16.003,9.21538,40358,1126.27,396.52,228.34
NSC,PE10,ETIUDA,2017,3,7.411,2.876,1.74165,58685,126.28,49.01,29.68
NSC,PE10,ETIUDA,2018,1,13.916,4.325,1.91112,25224,551.7,171.47,75.77
NSC,PE10,ETIUDA,2019,5,26.942,7.019,4.92391,118747,226.89,59.11,41.47
NSC,PE10,ETIUDA,2020,3,22.244,4.812,3.66218,80426,276.58,59.83,45.53
NSC,PE10,ETIUDA,2021,1,0,0,0,22540,0,0,0
NSC,PE10,FUGA,2015,2,32.699,7.548,8.15271,265698,123.07,28.41,30.68
NSC,PE10,FUGA,2016,2,45.632,16.441,10.36626,281824,161.92,58.34,36.78
NSC,PE10,FUGA,2018,1,18.341,4.111,3.08926,116166,157.89,35.39,26.59
NSC,PE10,FUGA,2019,3,48.312,10.372,10.14973,406819,118.76,25.5,24.95
NSC,PE10,GRIEG,2023,4,7.273,2.787,1.47937,5424377,1.34,0.51,0.27
NSC,PE10,HARMONIA,2014,1,12.056,1.757,3.18599,82558,146.03,21.28,38.59
NSC,PE10,HARMONIA,2015,1,5.727,1.621,1.91189,65670,87.21,24.68,29.11
NSC,PE10,HARMONIA,2016,2,39.66,14.179,8.98468,394874,100.44,35.91,22.75
NSC,PE10,HARMONIA,2017,1,29.445,13.983,6.54675,231835,127.01,60.31,28.24
NSC,PE10,HARMONIA,2022,5,17.46,5.739,3.126,967392,18.05,5.93,3.23
NSC,PE10,MAESTRO,2016,1,55.668,17.961,14.97502,551163,101,32.59,27.17
NSC,PE10,MAESTRO,2017,1,30.087,11.115,7.6842,549884,54.72,20.21,13.97
NSC,PE10,MAESTRO,2018,1,69.395,23.151,15.88009,695670,99.75,33.28,22.83
NSC,PE10,MAESTRO,2019,1,49.691,22.34,9.18135,638395,77.84,34.99,14.38
NSC,PE10,MAESTRO,2022,1,51.932,17.011,10.6926,677640,76.64,25.1,15.78
NSC,PE10,OPUS,2012,1,0.643,0.177,0.32576,19860,32.38,8.91,16.4
NSC,PE10,OPUS,2013,10,68.723,21.739,16.60814,565877,121.45,38.42,29.35
NSC,PE10,OPUS,2014,23,193.215,57.512,50.92442,1391942,138.81,41.32,36.59
NSC,PE10,OPUS,2015,46,590.57,191.037,154.24221,3291755,179.41,58.04,46.86
NSC,PE10,OPUS,2016,49,492.977,153.566,122.93607,4201888,117.32,36.55,29.26
NSC,PE10,OPUS,2017,40,405.282,125.83,92.62984,4484215,90.38,28.06,20.66
NSC,PE10,OPUS,2018,32,434.323,121.705,89.21434,3984581,109,30.54,22.39
NSC,PE10,OPUS,2019,40,469.622,132.351,104.01971,4211640,111.51,31.43,24.7
NSC,PE10,OPUS,2020,36,529.799,143.474,104.77082,4599023,115.2,31.2,22.78
NSC,PE10,OPUS,2021,41,675.76,201.499,131.40197,5461945,123.72,36.89,24.06
NSC,PE10,OPUS,2022,93,764.816,241.205,140.70545,14335159,53.35,16.83,9.82
NSC,PE10,OPUS,2023,37,184.003,48.937,35.16684,7697458,23.9,6.36,4.57
NSC,PE10,OPUS,2024,18,18.22,5.11,3.4855,4303843,4.23,1.19,0.81
NSC,PE10,OPUS,2025,15,23.519,6.476,3.60914,4672004,5.03,1.39,0.77
NSC,PE10,OPUS LAP,2024,1,0,0,0,216998,0,0,0
NSC,PE10,OPUS LAP,2025,1,0,0,0,288862,0,0,0
NSC,PE10,POLONEZ,2017,1,22.947,9.162,4.32786,93705,244.89,97.77,46.19
NSC,PE10,POLONEZ,2018,2,9.338,2.359,2.66574,283859,32.9,8.31,9.39
NSC,PE10,POLONEZ,2019,2,15.512,5.474,3.385,410693,37.77,13.33,8.24
NSC,PE10,POLS,2023,4,0,0,0,808401,0,0,0
NSC,PE10,PRELUDIUM,2012,1,0.98,0.265,0.23428,10860,90.24,24.4,21.57
NSC,PE10,PRELUDIUM,2013,16,48.095,18.764,13.41072,367911,130.72,51,36.45
NSC,PE10,PRELUDIUM,2014,20,85.213,27.572,21.87368,469644,181.44,58.71,46.58
NSC,PE10,PRELUDIUM,2015,26,113.879,36.971,30.4977,817238,139.35,45.24,37.32
NSC,PE10,PRELUDIUM,2016,31,198.652,64.734,48.21494,899853,220.76,71.94,53.58
NSC,PE10,PRELUDIUM,2017,28,224.173,65.569,50.44092,785554,285.37,83.47,64.21
NSC,PE10,PRELUDIUM,2018,20,178.642,50.991,40.13184,493228,362.19,103.38,81.37
NSC,PE10,PRELUDIUM,2019,22,159.618,40.461,31.68675,568334,280.85,71.19,55.75
NSC,PE10,PRELUDIUM,2020,32,186.529,42.656,37.79939,908546,205.31,46.95,41.6
NSC,PE10,PRELUDIUM,2021,23,129.506,26.982,27.49793,631113,205.2,42.75,43.57
NSC,PE10,PRELUDIUM,2022,48,181.896,43.464,34.19114,1735629,104.8,25.04,19.7
NSC,PE10,PRELUDIUM,2023,20,61.301,15.982,10.99732,825582,74.25,19.36,13.32
NSC,PE10,PRELUDIUM,2024,8,6.551,1.119,0.91887,308059,21.27,3.63,2.98
NSC,PE10,PRELUDIUM BIS,2024,7,9.618,0.958,2.45314,791799,12.15,1.21,3.1
NSC,PE10,PRELUDIUM BIS,2025,6,0,0,0,696219,0,0,0
NSC,PE10,SHENG,2022,3,47.843,9.26,7.46505,789700,60.58,11.73,9.45
NSC,PE10,SONATA,2014,6,33.785,9.988,9.41499,409965,82.41,24.36,22.97
NSC,PE10,SONATA,2015,5,39.173,15.301,9.78472,463537,84.51,33.01,21.11
NSC,PE10,SONATA,2016,8,109.491,28.993,24.78826,646715,169.3,44.83,38.33
NSC,PE10,SONATA,2017,8,109.308,35.476,25.80739,904253,120.88,39.23,28.54
NSC,PE10,SONATA,2018,11,171.993,53.013,40.40854,1036084,166,51.17,39
NSC,PE10,SONATA,2019,12,135.008,34.649,29.9415,1156183,116.77,29.97,25.9
NSC,PE10,SONATA,2020,6,49.333,14.303,10.4773,386766,127.55,36.98,27.09
NSC,PE10,SONATA,2021,4,36.997,9.459,7.71206,307154,120.45,30.8,25.11
NSC,PE10,SONATA,2022,15,130.074,31.003,24.46093,2091672,62.19,14.82,11.69
NSC,PE10,SONATA,2023,5,10.697,3.382,1.82832,666622,16.05,5.07,2.74
NSC,PE10,SONATA,2024,4,0,0,0,577855,0,0,0
NSC,PE10,SONATA BIS,2017,1,133.229,27.139,23.75862,348405,382.4,77.9,68.19
NSC,PE10,SONATA BIS,2018,2,78.829,22.033,16.8097,695460,113.35,31.68,24.17
NSC,PE10,SONATA BIS,2019,1,27.557,6.856,5.92076,150953,182.55,45.42,39.22
NSC,PE10,SONATA BIS,2021,1,30.51,11.457,6.94432,368605,82.77,31.08,18.84
NSC,PE10,SONATA BIS,2022,1,3.531,0.756,0.76808,325450,10.85,2.32,2.36
NSC,PE10,SONATA BIS,2023,1,0.902,0.42,0.1175,185365,4.87,2.27,0.63
NSC,PE10,SONATA BIS,2024,2,2.544,0.419,0.67553,1205330,2.11,0.35,0.56
NSC,PE10,SONATA BIS,2025,3,0,0,0,1749607,0,0,0
NSC,PE10,SONATINA,2020,1,26.113,7.525,5.43923,102184,255.55,73.64,53.23
NSC,PE10,SONATINA,2021,1,35.697,9.564,5.8936,124682,286.3,76.71,47.27
NSC,PE10,SONATINA,2022,2,0,0,0,340570,0,0,0
NSC,PE10,SONATINA,2023,1,0,0,0,215708,0,0,0
NSC,PE10,UNISONO,2022,1,15.364,4.145,3.02199,200558,76.61,20.67,15.07
NSC,PE10,UWERTURA,2019,1,0,0,0,21680,0,0,0
NSC,PE10,UWERTURA,2021,1,0,0,0,26109,0,0,0
NSC,PE2,BEETHOVEN,2022,2,130.625,27.947,21.82991,568674,229.7,49.14,38.39
NSC,PE2,BEETHOVEN,2023,1,38.886,14.543,7.73143,286907,135.54,50.69,26.95
NSC,PE2,BEETHOVEN CLASSIC,2023,1,29.766,7.367,5.43366,245207,121.39,30.04,22.16
NSC,PE2,DAINA,2024,2,0,0,0,690349,0,0,0
NSC,PE2,ETIUDA,2014,11,84.394,26.839,16.31378,208473,404.82,128.74,78.25
NSC,PE2,ETIUDA,2015,3,10.008,3.489,1.90701,53401,187.41,65.34,35.71
NSC,PE2,ETIUDA,2016,6,64.573,16.114,11.31683,122516,527.06,131.53,92.37
NSC,PE2,ETIUDA,2017,3,16.29,3.787,2.8148,54719,297.7,69.21,51.44
NSC,PE2,ETIUDA,2018,5,47.885,12.823,9.33649,135203,354.17,94.84,69.06
NSC,PE2,ETIUDA,2019,10,108.218,33.86,20.77227,239018,452.76,141.66,86.91
NSC,PE2,ETIUDA,2020,5,44.68,12.989,8.87474,137707,324.46,94.32,64.45
NSC,PE2,ETIUDA,2021,8,14.443,3.99,3.26389,233355,61.89,17.1,13.99
NSC,PE2,ETIUDA,2022,1,0,0,0,30858,0,0,0
NSC,PE2,FUGA,2015,2,35.539,10.055,7.57816,204302,173.95,49.22,37.09
NSC,PE2,FUGA,2016,2,31.196,8.593,4.69499,198209,157.39,43.35,23.69
NSC,PE2,FUGA,2017,4,133.062,34.16,22.70464,465047,286.13,73.46,48.82
NSC,PE2,FUGA,2018,5,112.877,38.905,15.42684,595495,189.55,65.33,25.91
NSC,PE2,FUGA,2019,3,52.926,16.87,10.69716,345372,153.24,48.85,30.97
NSC,PE2,FUGA,2020,1,17.942,4.039,2.9477,101395,176.95,39.83,29.07
NSC,PE2,GRIEG,2023,2,32.86,8.135,5.66976,2929549,11.22,2.78,1.94
NSC,PE2,HARMONIA,2014,5,184.343,51.28,35.61857,1049919,175.58,48.84,33.93
NSC,PE2,HARMONIA,2015,5,159.637,46.32,31.05872,2558050,62.41,18.11,12.14
NSC,PE2,HARMONIA,2016,12,768.32,201.931,144.64158,6027606,127.47,33.5,24
NSC,PE2,HARMONIA,2017,9,534.342,172.231,104.0555,1515557,352.57,113.64,68.66
NSC,PE2,HARMONIA,2018,5,226.01,66.658,44.5738,1655862,136.49,40.26,26.92
NSC,PE2,HARMONIA,2019,3,292.596,73.932,51.16415,687502,425.59,107.54,74.42
NSC,PE2,HARMONIA,2020,6,415.836,130.194,73.10382,1212030,343.09,107.42,60.32
NSC,PE2,HARMONIA,2021,4,489.263,111.238,80.74346,854419,572.63,130.19,94.5
NSC,PE2,HARMONIA,2022,8,429.586,141.648,55.59797,1512791,283.97,93.63,36.75
NSC,PE2,HARMONIA,2023,1,3.864,0.639,0.92058,221395,17.45,2.89,4.16
NSC,PE2,MAESTRO,2015,1,182.832,78.443,34.91951,327465,558.33,239.55,106.64
NSC,PE2,MAESTRO,2016,5,435.134,159.7,83.22232,2523744,172.42,63.28,32.98
NSC,PE2,MAESTRO,2017,5,532.089,145.592,98.84126,1725274,308.41,84.39,57.29
NSC,PE2,MAESTRO,2018,5,872.021,258.303,149.57296,2496723,349.27,103.46,59.91
NSC,PE2,MAESTRO,2019,2,526.399,147.753,82.9012,1063579,494.93,138.92,77.95
NSC,PE2,MAESTRO,2022,3,284.808,83.083,54.00389,2199392,129.49,37.78,24.55
NSC,PE2,MAESTRO,2023,1,85.352,26.693,17.52436,765093,111.56,34.89,22.9
NSC,PE2,MAESTRO,2024,3,205.021,63.873,38.62811,2401395,85.38,26.6,16.09
NSC,PE2,OPUS,2013,4,80.389,27.199,19.42782,146332,549.36,185.87,132.77
NSC,PE2,OPUS,2014,17,758.491,213.667,148.98971,936213,810.17,228.22,159.14
NSC,PE2,OPUS,2015,19,907.868,297.317,174.05419,1557289,582.98,190.92,111.77
NSC,PE2,OPUS,2016,16,789.384,214.764,148.00301,1860890,424.2,115.41,79.53
NSC,PE2,OPUS,2017,14,582.023,176.717,105.55051,1614689,360.46,109.44,65.37
NSC,PE2,OPUS,2018,16,934.936,242.632,164.72999,1885708,495.8,128.67,87.36
NSC,PE2,OPUS,2019,23,2370.75,616.948,426.45759,3333829,711.12,185.06,127.92
NSC,PE2,OPUS,2020,18,1390.349,405.43,222.68572,2513842,553.08,161.28,88.58
NSC,PE2,OPUS,2021,16,521.368,142.205,93.94516,2396570,217.55,59.34,39.2
NSC,PE2,OPUS,2022,37,1172.22,295.318,213.06738,6421734,182.54,45.99,33.18
NSC,PE2,OPUS,2023,17,367.62,114.634,52.12374,3455578,106.38,33.17,15.08
NSC,PE2,OPUS,2024,14,103.382,31.154,19.0096,4126073,25.06,7.55,4.61
NSC,PE2,OPUS,2025,6,2.988,0.647,0.76316,2048776,1.46,0.32,0.37
NSC,PE2,POLONEZ,2018,6,139.722,45.988,21.62336,1035885,134.88,44.39,20.87
NSC,PE2,POLONEZ,2019,2,23.173,6.419,3.34741,360614,64.26,17.8,9.28
NSC,PE2,POLONEZ,2020,1,26.066,8.284,4.68138,211669,123.15,39.14,22.12
NSC,PE2,POLS,2023,1,0,0,0,122093,0,0,0
NSC,PE2,PRELUDIUM,2012,2,0.951,0.501,0.39091,16127,58.97,31.07,24.24
NSC,PE2,PRELUDIUM,2013,9,50.379,14.973,11.09131,129430,389.24,115.68,85.69
NSC,PE2,PRELUDIUM,2014,12,206.365,61.978,40.41389,198498,1039.63,312.24,203.6
NSC,PE2,PRELUDIUM,2015,13,168.496,50.811,33.50111,233185,722.59,217.9,143.67
NSC,PE2,PRELUDIUM,2016,13,322.431,100.751,53.72472,245255,1314.67,410.8,219.06
NSC,PE2,PRELUDIUM,2017,13,212.047,55.717,37.8216,225304,941.16,247.3,167.87
NSC,PE2,PRELUDIUM,2018,9,200.67,56.418,33.09232,154523,1298.64,365.11,214.16
NSC,PE2,PRELUDIUM,2019,12,163.157,51.348,29.87946,250352,651.71,205.1,119.35
NSC,PE2,PRELUDIUM,2020,12,261.17,74.396,47.36777,253975,1028.33,292.93,186.51
NSC,PE2,PRELUDIUM,2021,13,182.66,68.17,30.70734,303041,602.76,224.95,101.33
NSC,PE2,PRELUDIUM,2022,18,89.121,22.898,19.7138,444561,200.47,51.51,44.34
NSC,PE2,PRELUDIUM,2023,7,12.339,2.851,2.3606,219681,56.17,12.98,10.75
NSC,PE2,PRELUDIUM,2024,1,0,0,0,23442,0,0,0
NSC,PE2,PRELUDIUM BIS,2024,5,19.304,7.907,3.805,523761,36.86,15.1,7.26
NSC,PE2,PRELUDIUM BIS,2025,4,0,0,0,411930,0,0,0
NSC,PE2,SHENG,2022,5,128.548,38.15,21.36742,1345873,95.51,28.35,15.88
NSC,PE2,SHENG,2023,2,28.225,8.434,7.26899,540485,52.22,15.6,13.45
NSC,PE2,SONATA,2014,3,195.587,63.178,36.4096,156414,1250.44,403.92,232.78
NSC,PE2,SONATA,2015,3,51.886,13.865,12.75429,135102,384.05,102.63,94.4
NSC,PE2,SONATA,2016,7,255.684,87.583,51.42605,605455,422.3,144.66,84.94
NSC,PE2,SONATA,2017,8,374.133,121.937,74.94733,632492,591.52,192.79,118.5
NSC,PE2,SONATA,2018,9,250.361,71.699,49.43978,373047,671.13,192.2,132.53
NSC,PE2,SONATA,2019,9,256.614,72.278,43.93421,767211,334.48,94.21,57.26
NSC,PE2,SONATA,2020,9,269.054,86.373,43.81146,882186,304.99,97.91,49.66
NSC,PE2,SONATA,2021,6,170.831,46.086,29.21817,698387,244.61,65.99,41.84
NSC,PE2,SONATA,2022,10,182.266,45.157,34.6095,1170791,155.68,38.57,29.56
NSC,PE2,SONATA,2023,6,78.54,20.703,12.30829,1277919,61.46,16.2,9.63
NSC,PE2,SONATA,2024,4,2.638,0,0.65294,721215,3.66,0,0.91
NSC,PE2,SONATA BIS,2016,2,497.864,121.707,84.14499,145897,3412.44,834.2,576.74
NSC,PE2,SONATA BIS,2017,3,223.737,67.114,42.77518,638463,350.43,105.12,67
NSC,PE2,SONATA BIS,2018,5,254.738,81.49,48.60561,1202850,211.78,67.75,40.41
NSC,PE2,SONATA BIS,2019,1,38.346,12.61,9.49827,339090,113.09,37.19,28.01
NSC,PE2,SONATA BIS,2020,3,353.871,107.107,63.48453,1147777,308.31,93.32,55.31
NSC,PE2,SONATA BIS,2021,3,223.516,60.453,37.95607,725175,308.22,83.36,52.34
NSC,PE2,SONATA BIS,2022,9,507.046,166.694,90.81025,2781374,182.3,59.93,32.65
NSC,PE2,SONATA BIS,2023,9,241.248,55.234,40.25368,3841136,62.81,14.38,10.48
NSC,PE2,SONATA BIS,2024,3,26.562,6.639,5.84685,1534167,17.31,4.33,3.81
NSC,PE2,SONATA BIS,2025,6,37.349,13.614,5.3455,2813560,13.27,4.84,1.9
NSC,PE2,SONATA BIS,2026,4,0,0,0,2376813,0,0,0
NSC,PE2,SONATINA,2020,1,26.205,5.22,4.23946,114809,228.25,45.47,36.93
NSC,PE2,SONATINA,2021,2,28.275,10.875,4.61057,300769,94.01,36.16,15.33
NSC,PE2,SONATINA,2022,6,58.27,16.169,9.57513,786377,74.1,20.56,12.18
NSC,PE2,UNISONO,2021,2,114.91,39.763,20.53604,399037,287.97,99.65,51.46
NSC,PE2,UNISONO,2022,4,157.191,49.592,26.22852,860843,182.6,57.61,30.47
NSC,PE2,UNISONO,2023,3,11.738,3.368,2.74043,534089,21.98,6.31,5.13
NSC,PE2,UNISONO,2024,1,0,0,0,152930,0,0,0
NSC,PE2,UWERTURA,2019,1,0,0,0,11433,0,0,0
NSC,PE2,UWERTURA,2020,1,0,0,0,11757,0,0,0
NSC,PE3,BEETHOVEN,2022,4,103.193,31.582,15.33431,691531,149.22,45.67,22.17
NSC,PE3,BEETHOVEN CLASSIC,2023,1,14.067,3.017,2.216,232558,60.49,12.97,9.53
NSC,PE3,ETIUDA,2014,7,97.216,27.978,18.28151,145738,667.06,191.97,125.44
NSC,PE3,ETIUDA,2015,2,17.199,5.19,3.75001,39896,431.1,130.09,94
NSC,PE3,ETIUDA,2016,11,147.834,49.962,25.36945,255159,579.38,195.81,99.43
NSC,PE3,ETIUDA,2017,4,102.145,30.728,13.926,90413,1129.75,339.86,154.03
NSC,PE3,ETIUDA,2018,4,134.32,33.594,16.1544,96928,1385.77,346.59,166.66
NSC,PE3,ETIUDA,2019,4,32.269,11.909,4.3024,102860,313.72,115.78,41.83
NSC,PE3,ETIUDA,2020,6,19.061,4.284,2.75279,164372,115.96,26.06,16.75
NSC,PE3,ETIUDA,2021,5,21.927,7.297,3.09892,159421,137.54,45.77,19.44
NSC,PE3,FUGA,2014,1,22.194,5.725,4.71779,79535,279.05,71.98,59.32
NSC,PE3,FUGA,2015,1,7.001,1.856,1.62163,92093,76.02,20.15,17.61
NSC,PE3,FUGA,2016,1,6.788,2.45,2.33499,65349,103.87,37.49,35.73
NSC,PE3,FUGA,2017,4,110.075,33.089,21.86598,389767,282.41,84.89,56.1
